,actors,average,country,director,genre,language,link,release_date,runtime,title,votes,writer
2,"['基努·里维斯', '里卡多·斯卡马乔', '伊恩·麦柯肖恩', '鲁比·罗丝', '科曼', '克劳迪亚·杰里尼', '兰斯·莱迪克', '劳伦斯·菲什伯恩', '托拜厄斯·西格尔', '约翰·雷吉扎莫', '布丽姬·穆娜', '托马斯·萨多斯基', '大卫·帕特里克·凯利', '杨佩里', '弗兰科·内罗', '彼得·塞拉菲诺威茨', '马里奥·多纳托内', '彼得·斯特曼', '克里斯·勒潘塔', '沃斯·史蒂文斯', '海蒂·莫尼梅克', '克里斯塔尔·伦伯格', '提姆·康纳利']",7.7, 美国 / 中国香港,查德·斯塔赫斯基,"['动作', '惊悚', '犯罪']", 英语 / 意大利语 / 俄语,https://movie.douban.com/subject/26333560/,2017-02-10(美国),122分钟,疾速特攻 John Wick: Chapter 2,108146,['德里克·科尔斯塔']
3,"['高山南', '山口胜平', '山崎和佳奈', '小山力也', '堀川亮', '松井菜樱子', '宫村优子', '林原惠美', '绪方贤一', '岩居由希子', '高木涉', '大谷育江', '永井一郎', '石冢运升', '大桥望美', '优木真央美', '池田知聪', '石毛佐和', '真地勇志', '大友龙三郎', '天田益男', '阪口周平', '松本大', '三宅健太', '大川透', '谷山纪章', '石井真', '伊藤静', '本多知惠子', '大本真基子', '井原启介', '大西健晴', '小田敏充', '上野亮', '中田浩二', '大矢兼臣', '小山武宏 ', '小川真司', '茶风林', '井上和彦', '汤屋敦子', '千叶一伸', '广濑正志', '野田圭一']",7.4, 日本,山本泰一郎,"['动作', '动画', '悬疑']", 日语,https://movie.douban.com/subject/5153329/,2010-04-17(日本),102分钟,名侦探柯南：天空的遇难船 名探偵コナン 天空の難破船,74232,"['古内一成', '青山刚昌']"
4,"['哈里森·福特', '马克·哈米尔', '凯丽·费雪', '亚当·德赖弗', '黛西·雷德利', '约翰·博耶加', '多姆纳尔·格里森', '奥斯卡·伊萨克', '露皮塔·尼永奥', '安迪·瑟金斯', '安东尼·丹尼尔斯', '彼德·梅犹', '马克斯·冯·叙多夫', '比利·迪·威廉姆斯', '爱德华·斯皮伊尔斯', '马修·詹姆斯·托马斯', '肯尼·贝克', '格温多兰·克里斯蒂', '西蒙·佩吉', '克里斯塔·克拉克', '匹普·安德森']",7.2, 美国,J·J·艾布拉姆斯,"['动作', '科幻', '冒险']", 英语,https://movie.douban.com/subject/20326665/,2016-01-09(中国大陆),135分钟,星球大战7：原力觉醒 Star Wars: The Force Awakens,189102,"['J·J·艾布拉姆斯', '劳伦斯·卡斯丹', '迈克尔·阿恩特', '乔治·卢卡斯']"
5,"['古天乐', '张智霖', '郑嘉颖', '邓丽欣', '栢天男', '谢天华', '张继聪', '夏嫣', '蔡瀚亿', '廖启智', '谭耀文', '卢海鹏', '罗兰', '麦长青', '张松枝', '陈庭欣', '丁海峰', '冯雷', '李昕岳']",5.7, 中国香港,林德禄 ,"['剧情', '动作', '犯罪']", 粤语 / 汉语普通话,https://movie.douban.com/subject/26996640/,2018-08-23(中国香港),97分钟,反贪风暴3 L風暴,97981,"['黄浩华', '何文龙']"
6,"['梅艳芳', '张国荣', '万梓良', '朱宝意', '温碧霞', '谭倩红', '谢贤', '汪禹', '刘家荣', '惠英红', '朱瑞棠']",8.4, 中国香港,关锦鹏,"['剧情', '爱情', '奇幻']", 粤语 / 汉语普通话,https://movie.douban.com/subject/1299288/,1987-12-05(中国台湾),96分钟(香港),胭脂扣,214673,"['邱刚健', '李碧华']"
7,"['纪尧姆·达尔诺', '席琳·荣特', '达米安·维特卡', '安托万·苏姆斯基', '卡梅尔·阿卜德萨多克', '克里斯多夫·勒莫因', '纪尧姆·布谢德', '鲍里斯·雷林格', '玛佳丽·罗森茨威格', '让·卢·霍维茨', '伊夫·阎']",8.4, 法国 / 比利时,本杰明·雷内,"['喜剧', '动画', '冒险']", 法语,https://movie.douban.com/subject/27042405/,2018-03-16(中国大陆),83分钟,大坏狐狸的故事 Le Grand Méchant Renard et autres contes...,56951,"['本杰明·雷内', '让·勒尼奥']"
8,"['李连杰', '张敏', '邱淑贞', '黎姿', '洪金宝', '吴镇宇', '吴耀汉', '曹荣', '闫怀礼', '梁家仁', '邹兆龙', '田启文', '张春仲', '姬麒麟']",7.7, 中国香港,王晶,"['动作', '奇幻', '武侠', '古装']", 粤语,https://movie.douban.com/subject/1299059/,1993-12-18(中国香港),99分钟,倚天屠龙记之魔教教主 倚天屠龍記之魔教教主,118587,"['王晶', '金庸']"
9,"['艾米莉·布朗特', '约翰·卡拉辛斯基', '米利森特·西蒙兹', '诺亚·尤佩', '凯德·伍德沃德', '里昂·拉瑟姆', '桃乐丝·麦卡锡']",6.3, 美国,约翰·卡拉辛斯基,"['惊悚', '恐怖']", 美国手语 / 英语,https://movie.douban.com/subject/26997663/,2018-05-18(中国大陆),90分钟,寂静之地 A Quiet Place,231090,"['布莱恩·伍兹', '斯科特·贝克', '约翰·卡拉辛斯基']"
10,"['周润发', '梁家辉', '吴倩莲', '邱淑贞', '徐锦江', '吴兴国', '向华强', '谢苗', '罗家英', '张敏', '柯受良']",7.8, 中国香港,王晶,"['喜剧', '动作']", 粤语 / 汉语普通话 / 英语 / 法语,https://movie.douban.com/subject/1292506/,1994-12-15(中国香港),126 分钟,赌神2 賭神2,77591,['王晶']
11,"['高圆圆', '姚晨', '赵又廷', '陈红', '王学圻', '王珞丹', '陈燃', '张译', '余皑磊', '张大礼', '马维福', '杨青', '霍青', '谭松韵']",7.4, 中国大陆,陈凯歌,"['剧情', '悬疑']", 汉语普通话,https://movie.douban.com/subject/6799191/,2012-07-06(中国大陆),117分钟,搜索,298201,"['陈凯歌', '唐大年']"
12,"['休·杰克曼', '罗素·克劳', '安妮·海瑟薇', '阿曼达·塞弗里德', '萨莎·拜伦·科恩', '海伦娜·伯翰·卡特', '埃迪·雷德梅恩', '艾伦·特维特', '萨曼莎·巴克斯', '丹尼尔·赫特斯通', '约瑟夫·阿尔京', '理查德·迪克森', '安迪·比克维奇', '康姆·威尔金森', 'Heather Chasen', '保罗·索恩利', '迈克尔·吉普森', '凯特·弗利特伍德', '汉娜·沃丁厄姆', '博迪·卡维尔', '蒂姆·唐尼', '安德鲁·哈维尔', 'Daniel Evans', '杰甘·艾伊', '阿德里安·斯卡伯勒', 'Frances Ruffelle', '夏洛特·斯宾塞', 'Ashley Artus', '戴维·坎恩', '波丽·坎普', '伊恩·皮里', '朱利安·布里奇', '马克·皮克林', '伊莎贝尔·艾伦', 'Natalya Angel Wallace', '洛蒂·斯蒂尔', '马克·多诺万', '黛安·皮尔金顿', '诺尔玛·阿塔拉', '帕特里克·戈弗雷', '理查德·科德里', '基利安·唐纳利', '乔治·布莱顿', '休·斯金纳', '阿利斯泰尔·布拉默', '哈德利·弗雷泽', 'Linzi Hateley', 'Gemma Wardle', 'Gina Beck', '凯蒂·霍尔']",8.6, 英国 / 美国 / 法国,汤姆·霍伯,"['剧情', '爱情', '歌舞']", 英语,https://movie.douban.com/subject/6860160/,2013-02-28(中国大陆),157分钟,悲惨世界 Les Misérables,279126,"['威廉姆·尼克尔森', '阿兰·布伯里勒', '克洛德-米歇尔·勋伯格', '赫伯特·克莱茨莫', '维克多·雨果']"
13,"['亚历克·鲍德温', '迈尔斯·克里斯托弗·巴克什', '吉米·坎摩尔', '丽莎·库卓', '史蒂夫·布西密', '托比·马奎尔', '詹姆斯·麦格拉思', '康拉德·弗农', '薇薇安·叶', '小埃里克·贝尔', '大卫·索伦', '伊迪·米尔曼', '詹姆斯·雷恩', '沃尔特·道恩', '朱尔斯·温特']",7.6, 美国,汤姆·麦格拉思,"['喜剧', '动画']", 英语,https://movie.douban.com/subject/25907029/,2017-03-12(迈阿密电影节),97分钟,宝贝老板 The Boss Baby,62583,"['迈克尔·麦库勒斯', '玛拉·弗雷齐']"
14,"['艾伦·德杰尼勒斯', '艾伯特·布鲁克斯', '艾德·奥尼尔', '凯特琳·奥尔森', '海登·罗兰斯', '泰·布利尔', '黛安·基顿', '尤金·列维', '斯隆·穆雷', '伊德里斯·艾尔巴', '多米尼克·韦斯特', '鲍勃·彼德森', '凯特·麦克金农', '比尔·哈德尔', '西格妮·韦弗']",7.5, 美国,安德鲁·斯坦顿,"['喜剧', '动画', '冒险']", 英语,https://movie.douban.com/subject/11524967/,2016-06-17(中国大陆/美国),97分钟,海底总动员2：多莉去哪儿 Finding Dory,92545,"['安德鲁·斯坦顿', '维多利亚·斯特劳斯', '鲍勃·彼德森']"
15,"['彭于晏', '窦骁', '崔始源', '王珞丹', '陈家乐', '欧阳娜娜', '连凯']",7.3, 中国香港 / 中国大陆,林超贤,"['剧情', '运动']", 汉语普通话 / 韩语 / 英语 / 意大利语,https://movie.douban.com/subject/25853727/,2015-08-07(中国大陆),126分钟,破风 破風,120680,"['林超贤', '林逢', '侯颖桁']"
16,"['吴亦凡', '王丽坤', '徐静蕾', '戈登·亚历山大', '丛珊', '张超', '热依扎', '蔡书雅', '黄立行', '王丽媛', '汪俊']",4.9, 中国大陆,徐静蕾,['爱情'], 汉语普通话 / 英语,https://movie.douban.com/subject/25858759/,2015-02-10(中国大陆),109分钟,有一个地方只有我们知道,153947,"['王朔', '徐静蕾', '十庆', '王芸', '赵梦', '梁青儿', '司徒芃丽']"
17,"['高山南', '堀川亮', '神谷明', '山口胜平', '山崎和佳奈', '宫村优子', '松井菜樱子', '林原惠美', '岩居由希子', '高木涉', '折笠爱', '绪方贤一', '高岛雅罗', '百百麻子', '石田彰', '茶风林', '井上和彦', '石冢运升', '汤屋敦子', '千叶一伸', '大塚明夫', '若本规夫', '小川真司', '小山武宏 ', '野岛昭生', '田原阿尔诺', '小山力也', '岩田光央', '梁田清之', '大泽在昌', '青山界人', '杉山佳寿子', '池本小百合', '引田有美', '半场友惠', '游佐浩二', '小野坂昌也', '平野文', '古谷彻']",7.8, 日本,山本泰一郎,"['动画', '悬疑']", 日语,https://movie.douban.com/subject/1827955/,2006-04-15(日本),111 分钟,名侦探柯南：侦探们的镇魂歌 名探偵コナン 探偵たちの鎮魂歌,78475,"['青山刚昌', '柏原宽司']"
18,"['阿部宽', '松岛菜菜子', '沟端淳平', '田中丽奈', '木村绿子', '乌丸节子', '春风亭升太', '音尾琢真', '饭丰万理江', '上杉祥三', '中岛博子', '樱田日和', '及川光博', '伊藤兰', '小日向文世', '山崎努', '香川照之', '杏']",8, 日本,福泽克雄,"['剧情', '悬疑']", 日语,https://movie.douban.com/subject/27040737/,2019-04-12(中国大陆),119分钟,祈祷落幕时 祈りの幕が下りる時,129374,"['李正美', '东野圭吾']"
19,"['周星驰', '吴孟达', '钟丽缇', '林国斌', '李力持', '古巨基', '郑祖', '黄一山', '黄一飞', '林雪', '张学友', '梁荣忠', '谷德昭', '黎彼得', '秦沛', '郑家生', '周比利']",7.6, 中国香港,李力持,"['喜剧', '动作']", 粤语,https://movie.douban.com/subject/1299745/,1994-02-03(中国香港),100分钟,破坏之王 破壞之王,119910,['谷德昭']
0,"['麦考利·卡尔金', '乔·佩西', '丹尼尔·斯特恩', '凯瑟琳·欧哈拉', '约翰·赫德', '戴文·雷特瑞', '希拉里·沃尔夫', '莫琳·伊丽莎白·谢伊', '迈克尔·C·莫罗纳', '杰瑞·巴曼', '泰利·斯内尔', '杰迪代亚·科恩', '森塔·摩西', '戴阿娜·坎佩露', '基南·卡尔金', '蒂姆·克里', '布兰达·弗里克', '埃迪·布莱肯', '丹娜·爱薇', '罗伯·施奈德', '莉·齐默尔曼', '拉尔夫·富迪', '鲍勃·尤班克斯', '里普·泰勒', '杰伊·P·摩根', '吉米·沃克', '乔·利斯', '艾丽·西蒂', '克拉克·德弗洛', '罗恩·坎纳达', '马克·莫蒂尼', '詹姆斯·科尔', '唐纳德·特朗普', '丹尼尔·达辛', '阿卜杜拉耶·恩戈姆', '马里奥·托迪斯科', '埃莉诺·哥伦布', '伦纳德·泰珀', '丹·巴克曼', '克里斯·哥伦布', '杰弗里·兰德曼', '埃登·里格尔']",7.9, 美国,克里斯·哥伦布,"['喜剧', '家庭', '犯罪']", 英语,https://movie.douban.com/subject/1293353/,1992-11-20(美国),120分钟,小鬼当家2 Home Alone 2: Lost in New York,117549,['约翰·休斯']
1,"['拉达·米切尔', '肖恩·宾', '劳瑞·侯登', '黛博拉·卡拉·安格', '金·寇兹', '谭雅·艾伦', '艾丽丝·克里奇', '祖蒂·弗兰']",7.6, 加拿大 / 法国 / 日本 / 美国,克里斯多夫·甘斯,"['悬疑', '恐怖']", 英语,https://movie.douban.com/subject/1466007/,2006-04-21(美国),125分钟,寂静岭 Silent Hill,210044,['罗杰·阿夫瑞']
2,"['托宾·贝尔', '肖妮·史密斯', '唐尼·沃尔伯格', '埃里克·克诺德森', '弗兰基·G', '格伦·普拉默', '埃曼妞·沃吉亚', '贝弗利·米切尔', '蒂姆·伯德', '迪娜·迈耶', '雷瑞克·本特', '诺安·坚金斯', '托尼·纳波']",8.3, 美国 / 加拿大,达伦·林恩·鲍斯曼,"['悬疑', '惊悚', '恐怖']", 英语,https://movie.douban.com/subject/1309045/,2005-10-28(美国),93分钟,电锯惊魂2 Saw II,149015,"['达伦·林恩·鲍斯曼', '雷·沃纳尔']"
3,"['汤姆·麦格拉思', '克里斯·米勒', '克里斯多夫·奈茨', '本尼迪克特·康伯巴奇', '郑肯', '安内特·莫翰德鲁', '彼得·斯特曼', '约翰·马尔科维奇', '沃纳·赫尔佐格']",7.6, 美国,埃里克·达尼尔,"['喜剧', '动画', '冒险']", 英语 / 汉语普通话 / 意大利语,https://movie.douban.com/subject/11810348/,2014-11-14(中国大陆),92分钟,马达加斯加的企鹅 Penguins of Madagascar,114214,"['约翰·阿布德', '迈克尔·科尔顿', '埃里克·达尼尔', '汤姆·麦格拉思', '布兰登·索耶']"
4,"['休·杰克曼', '米歇尔·威廉姆斯', '扎克·埃夫隆', '赞达亚', '丽贝卡·弗格森', '奥丝汀·约翰森', '卡梅伦·丝蕾', '基拉·塞特尔', '萨姆·汉弗莱', '叶海亚·阿卜杜勒-迈丁', '埃里克·安德森', '伊利斯·鲁宾', '斯凯勒·杜恩', '丹尼尔·埃维里奇', '拉杜·斯平格尔', '小森优作', '丹尼尔·松', '保罗·斯帕克斯', '威尔·斯文森']",7.8, 美国,迈克尔·格雷西,"['剧情', '歌舞', '传记']", 英语,https://movie.douban.com/subject/3914513/,2018-02-01(中国大陆),105分钟,马戏之王 The Greatest Showman,148320,"['珍妮·比克', '比尔·康顿']"
5,"['山崎贤人', '吉泽亮', '长泽雅美', '桥本环奈', '本乡奏多', '满岛真之介', '阿部进之介', '深水元基', '六平直政', '高岛政宏', '要润', '桥本润', '坂口拓', '宇梶刚士', '加藤雅也', '大泽隆夫', '石桥莲司', '大西利空']",6.4, 日本,佐藤信介,"['剧情', '战争']", 日语,https://movie.douban.com/subject/27611498/,2019-04-19(日本),134分钟,王者天下 キングダム,8277,"['黑岩勉', '佐藤信介', '原泰久']"
6,"['斯嘉丽·约翰逊', '皮鲁·埃斯贝克', '北野武', '朱丽叶·比诺什', '迈克尔·皮特', '黄经汉', '丹妮西娅·萨马尔', '拉札勒斯·雷图勒', '泉原豊', '托万达·马尼莫', '彼得·费迪南多', '安娜玛丽亚·玛琳卡', '丹尼尔·亨绍尔', '安德鲁·斯特林', '桃井薰', '查尔斯·欧比', '福岛莉拉', '约瑟夫·纳瓦胡', '迈克尔·维克特']",6.4, 美国,鲁伯特·桑德斯,"['动作', '科幻', '犯罪']", 英语 / 日语,https://movie.douban.com/subject/25818101/,2017-04-07(中国大陆),107分钟,攻壳机动队 Ghost in the Shell,167173,"['士郎正宗', '杰米·莫斯', '威廉·惠勒', '伊伦·克鲁格']"
7,"['欧文·威尔逊', '玛丽昂·歌迪亚', '瑞秋·麦克亚当斯', '汤姆·希德勒斯顿', '凯西·贝茨', '艾德里安·布洛迪', '蕾雅·赛杜', '麦克·辛', '寇瑞·斯托尔', '妮娜·阿里安达', '米密·肯尼迪', '柯特·富勒', '卡拉·布吕尼', '加德·艾尔马莱', '艾丽森·皮尔', '奥利维尔·雷堡汀']",8.3, 西班牙 / 美国 / 法国,伍迪·艾伦,"['剧情', '爱情', '奇幻']", 英语 / 法语 / 西班牙语 / 德语,https://movie.douban.com/subject/4319218/,2011-05-13(西班牙),94分钟,午夜巴黎 Midnight in Paris,241350,['伍迪·艾伦']
8,"['黄渤', '任达华', '余男', '苏有朋', '马精武', '梁静', '王迅']",7.8, 中国大陆,管虎,"['剧情', '悬疑']", 汉语普通话 / 四川话,https://movie.douban.com/subject/4176542/,2012-04-28(中国大陆),109分钟,杀生,165899,['管虎']
9,"['罗京民', '丁佳明', '刘天佐']",8.4, 中国大陆,曲江涛,"['剧情', '家庭', '儿童']", 陕西话 / 汉语普通话 / 英语,https://movie.douban.com/subject/10467774/,2012-02-02(中国大陆),89分钟,孙子从美国来,54126,['曲江涛']
10,"['黄政民', '李星民', '赵震雄', '朱智勋']",8.6, 韩国,尹钟彬,['剧情'], 韩语 / 汉语普通话 / 日语,https://movie.douban.com/subject/26683421/,2018-05-11(戛纳电影节),137分钟,特工 ??,120178,['尹钟彬']
11,"['岳云鹏', '佟丽娅', '田雨', '袁弘', '韩童生', '蔡明', '刘威', '于谦', '大鹏', '雷佳音', '于洋', '华少', '孙越', '邢佳栋', '李解', '耿长军', '孟瑶', '张萌', '常亮', '郭丰周', '桑平']",5.4, 中国大陆,束焕,['喜剧'], 汉语普通话,https://movie.douban.com/subject/27073057/,2019-08-02(中国大陆),106分钟,鼠胆英雄,59598,['束焕']
12,"['成龙', '洪金宝', '元彪', '黄曼凝', '狄威', '太保', '午马', '钱嘉乐', '火星', '李海生', '关海山', '王伟', '罗浩楷', '刘克宣', '韩义生', '劳拉·福纳', '冯敬文', '李健生', '吴勉勤']",8, 中国香港,成龙,"['喜剧', '动作']", 粤语,https://movie.douban.com/subject/1297909/,1983-12-22(中国香港),105分钟,A计划 A計劃,102674,"['邓景生', '成龙']"
13,"['奥黛丽·赫本', '乔治·佩帕德', '帕德里夏·妮尔', '巴迪·艾布森', '马丁·鲍尔萨姆', '约瑟·路易斯·德·维拉龙卡', '约翰·麦盖沃', '多萝西·惠特尼', '斯坦利·亚当斯', '埃尔维亚·奥尔曼', '艾伦·里德', '克劳德·斯特劳德', '米基·鲁尼']",8.1, 美国,布莱克·爱德华兹,"['剧情', '喜剧', '爱情']", 英语 / 葡萄牙语,https://movie.douban.com/subject/1325958/,1961/10/5,115 分钟,蒂凡尼的早餐 Breakfast at Tiffany's,188692,"['杜鲁门·卡波特', '乔治·阿克塞尔罗德']"
14,"['葛优', '舒淇', '孙红雷', '姚晨', '安以轩', '邵兵', '廖凡', '邬逸聪', '关晓彤', '窦文涛', '赵宝刚', '乐嘉', '张馨予', '王希维', '李晨']",6.5, 中国大陆,冯小刚,"['喜剧', '爱情']", 汉语普通话,https://movie.douban.com/subject/4271894/,2010-12-22(中国大陆),122分钟,非诚勿扰2,287414,"['王朔', '冯小刚']"
15,"['张柏芝', '古天乐', '范冰冰', '黄伟文', '许绍雄', '张锦程', '黄浩然', '毛坚']",6.8, 中国大陆 / 中国香港,马伟豪,"['喜剧', '爱情', '古装']", 粤语,https://movie.douban.com/subject/1305265/,2002-09-28(中国香港),100分钟,河东狮吼 我家有一隻河東獅,168151,"['马伟豪', '江玉仪', '陈咏燊', '庄文强', '钟健强', '孙浩浩']"
